path,label,class,split
train/0_Normal/Normal (606).jpg,0,0_Normal,train
train/0_Normal/Normal (157).jpg,0,0_Normal,train
train/0_Normal/Normal (2072).jpg,0,0_Normal,train
train/0_Normal/Normal (1083).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (164).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (418).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1245).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (213).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1108).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1948).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (101).jpg,0,0_Normal,train
train/0_Normal/Normal (1295).jpg,0,0_Normal,train
train/0_Normal/Normal (3).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (130).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (674).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1891).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1160).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1080).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2274).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1023).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1267).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (593).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (462).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (916).jpg,1,1_Covid19,train
train/0_Normal/Normal (240).jpg,0,0_Normal,train
train/0_Normal/Normal (74).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1634).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1319).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (26).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1310).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1993).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (271).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (91).jpg,1,1_Covid19,train
train/0_Normal/Normal (613).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (822).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1117).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1566).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (907).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (70).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2909).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1405).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2390).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1399).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2842).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2573).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1524).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2968).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2279).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (78).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1790).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (432).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2978).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1193).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (733).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1224).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (671).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (209).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (447).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1650).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1051).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2836).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (328).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1908).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (171).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2651).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1452).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (171).jpg,1,1_Covid19,train
validation/1_Covid19/COVID-19 (1138).jpg,1,1_Covid19,train
validation/1_Covid19/COVID-19 (1054).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2945).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2252).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (987).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2828).jpg,0,0_Normal,train
validation/1_Covid19/COVID-19 (1229).jpg,1,1_Covid19,train
validation/0_Normal/Normal (3263).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (378).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1413).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1430).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2730).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (871).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (674).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (155).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2873).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2989).jpg,0,0_Normal,train
train/0_Normal/Normal (2285).jpg,0,0_Normal,train
train/0_Normal/Normal (329).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (4).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1179).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3170).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (525).jpg,1,1_Covid19,train
train/0_Normal/Normal (2558).jpg,0,0_Normal,train
train/0_Normal/Normal (246).jpg,0,0_Normal,train
validation/0_Normal/Normal (2952).jpg,0,0_Normal,train
train/0_Normal/Normal (783).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1793).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (441).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (143).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2331).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1610).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1012).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (641).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (43).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (502).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2777).jpg,0,0_Normal,train
train/0_Normal/Normal (983).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1660).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (366).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2620).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2400).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1202).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2763).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1688).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2092).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1070).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2337).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (265).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (233).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2498).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1344).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (422).jpg,1,1_Covid19,train
train/0_Normal/Normal (1953).jpg,0,0_Normal,train
train/0_Normal/Normal (1306).jpg,0,0_Normal,train
train/0_Normal/Normal (1681).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2560).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1686).jpg,0,0_Normal,train
train/0_Normal/Normal (498).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1358).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1154).jpg,0,0_Normal,train
train/0_Normal/Normal (295).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1280).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1248).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1493).jpg,0,0_Normal,train
train/0_Normal/Normal (1724).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (946).jpg,1,1_Covid19,train
train/0_Normal/Normal (419).jpg,0,0_Normal,train
train/0_Normal/Normal (348).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2657).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1869).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1739).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1500).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1692).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (626).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1439).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1729).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (988).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (223).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1978).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2899).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1492).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (393).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (384).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1781).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (867).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1071).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (933).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (475).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1373).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1304).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (704).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (389).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2676).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (908).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (734).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1232).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (110).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (323).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1481).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1031).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2598).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2093).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1098).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (290).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (359).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1260).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1056).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (583).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (899).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (263).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1577).jpg,0,0_Normal,train
train/0_Normal/Normal (1902).jpg,0,0_Normal,train
validation/0_Normal/Normal (2725).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1253).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (397).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (17).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1820).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1156).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1252).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (400).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (906).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (638).jpg,1,1_Covid19,train
validation/0_Normal/Normal (3116).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2682).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1672).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (170).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (731).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (680).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2608).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2012).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2571).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (327).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (913).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (699).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (451).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (746).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (636).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (2463).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2643).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1600).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2110).jpg,0,0_Normal,train
validation/0_Normal/Normal (2622).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1587).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2895).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (424).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1397).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (706).jpg,1,1_Covid19,train
train/0_Normal/Normal (736).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1024).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2916).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2405).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (612).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (412).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (468).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (66).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (578).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (987).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (570).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (304).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1495).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (323).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1328).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (440).jpg,0,0_Normal,train
validation/0_Normal/Normal (3092).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (191).jpg,1,1_Covid19,train
train/0_Normal/Normal (631).jpg,0,0_Normal,train
train/0_Normal/Normal (2368).jpg,0,0_Normal,train
train/0_Normal/Normal (2159).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (572).jpg,1,1_Covid19,train
train/0_Normal/Normal (2378).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1811).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2921).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1145).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (643).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (253).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1901).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1172).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (696).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (234).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2410).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2264).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1468).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2908).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2583).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2442).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (800).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1504).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1048).jpg,1,1_Covid19,train
train/0_Normal/Normal (1565).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (259).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1418).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (869).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (135).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2166).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (147).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2217).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (783).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2806).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (666).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (124).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1640).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1535).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (470).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1052).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2704).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (86).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (871).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (455).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (287).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2809).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (849).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (831).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1122).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (458).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (721).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (981).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2795).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (10).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (230).jpg,0,0_Normal,train
train/0_Normal/Normal (288).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1240).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (708).jpg,1,1_Covid19,train
validation/2_Pneumonia/Pneumonia-Viral (1060).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1963).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (392).jpg,0,0_Normal,train
validation/0_Normal/Normal (2996).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2626).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (459).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2060).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (3204).jpg,0,0_Normal,train
train/0_Normal/Normal (2226).jpg,0,0_Normal,train
train/0_Normal/Normal (1722).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (249).jpg,1,1_Covid19,train
train/0_Normal/Normal (389).jpg,0,0_Normal,train
train/0_Normal/Normal (2252).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (39).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2630).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (323).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Viral (247).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2642).jpg,0,0_Normal,train
train/0_Normal/Normal (2344).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (863).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (894).jpg,1,1_Covid19,train
train/1_Covid19/COVID-19 (1000).jpg,1,1_Covid19,train
train/0_Normal/Normal (1597).jpg,0,0_Normal,train
validation/0_Normal/Normal (3122).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2339).jpg,2,2_Pneumonia,train
validation/0_Normal/Normal (2652).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (94).jpg,1,1_Covid19,train
train/0_Normal/Normal (270).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (1067).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (716).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2270).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1719).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (296).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2887).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1114).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (512).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1037).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2607).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1172).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1783).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1627).jpg,2,2_Pneumonia,train
validation/1_Covid19/COVID-19 (1061).jpg,1,1_Covid19,train
train/0_Normal/Normal (1732).jpg,0,0_Normal,train
validation/2_Pneumonia/Pneumonia-Viral (1570).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (668).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1404).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2703).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1883).jpg,0,0_Normal,train
train/0_Normal/Normal (152).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (199).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (237).jpg,1,1_Covid19,train
validation/1_Covid19/COVID-19 (1191).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (54).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1565).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (356).jpg,1,1_Covid19,train
train/0_Normal/Normal (29).jpg,0,0_Normal,train
train/0_Normal/Normal (729).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (118).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1593).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2172).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1010).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (796).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Viral (392).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (285).jpg,1,1_Covid19,train
validation/0_Normal/Normal (2816).jpg,0,0_Normal,train
train/0_Normal/Normal (364).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Viral (244).jpg,2,2_Pneumonia,train
validation/2_Pneumonia/Pneumonia-Viral (1062).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2327).jpg,0,0_Normal,train
train/1_Covid19/COVID-19 (720).jpg,1,1_Covid19,train
train/0_Normal/Normal (2360).jpg,0,0_Normal,train
validation/1_Covid19/COVID-19 (1277).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (109).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (896).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (375).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (1531).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (2368).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1865).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (1944).jpg,2,2_Pneumonia,train
train/0_Normal/Normal (2448).jpg,0,0_Normal,train
train/0_Normal/Normal (448).jpg,0,0_Normal,train
train/0_Normal/Normal (1781).jpg,0,0_Normal,train
train/2_Pneumonia/Pneumonia-Bacterial (257).jpg,2,2_Pneumonia,train
train/1_Covid19/COVID-19 (979).jpg,1,1_Covid19,train
train/2_Pneumonia/Pneumonia-Bacterial (1169).jpg,2,2_Pneumonia,train
train/2_Pneumonia/Pneumonia-Bacterial (2832).jpg,2,2_Pneumonia,train
